500.0,1173.077
500.0,1173.077
502.5705,1173.077
505.14096,1173.071
507.7113,1173.0535
510.28143,1173.024
512.8514,1172.9829
515.421,1172.93
517.9903,1172.8654
520.55914,1172.789
523.1276,1172.7009
525.6955,1172.601
528.2629,1172.4894
530.82947,1172.366
533.3955,1172.231
535.9608,1172.0841
538.52515,1171.9254
541.08875,1171.7554
543.6514,1171.5731
546.2131,1171.3794
548.7737,1171.1741
551.3332,1170.9569
553.8916,1170.728
556.4487,1170.4875
559.00464,1170.2352
561.5592,1169.9713
564.1124,1169.6957
566.6642,1169.4086
569.2144,1169.1096
571.7631,1168.7991
574.3102,1168.4768
576.8555,1168.143
579.3993,1167.7974
581.94116,1167.4403
584.4812,1167.0717
587.01935,1166.6912
589.5555,1166.2992
592.0897,1165.8959
594.6218,1165.4806
597.1518,1165.0541
599.67957,1164.6157
602.2052,1164.1661
604.72845,1163.7047
607.2493,1163.2319
609.7679,1162.7477
612.2839,1162.2518
614.7974,1161.7445
617.30835,1161.2257
619.8166,1160.6956
622.32227,1160.1538
624.82513,1159.6007
627.3252,1159.0361
629.82245,1158.4602
632.31665,1157.8729
634.808,1157.2743
637.29626,1156.6642
639.78156,1156.0428
642.26355,1155.41
644.74243,1154.766
647.2181,1154.1107
649.69037,1153.4441
652.15936,1152.7661
654.6249,1152.0769
657.087,1151.3766
659.5456,1150.6649
662.00055,1149.9423
664.4519,1149.2081
666.8995,1148.4631
669.34344,1147.7069
671.7836,1146.9396
674.2199,1146.1611
676.6522,1145.3715
679.0806,1144.5708
681.505,1143.7592
683.92535,1142.9365
686.34155,1142.1027
688.75354,1141.2582
691.1614,1140.4023
693.5648,1139.5358
695.96405,1138.6583
698.3588,1137.7698
700.74915,1136.8706
703.13495,1135.9604
705.5163,1135.0394
707.89294,1134.1077
710.2649,1133.1652
712.6323,1132.2117
714.9949,1131.2478
717.35254,1130.273
719.70544,1129.2876
722.0534,1128.2914
724.3964,1127.2848
726.7344,1126.2672
729.06726,1125.2393
731.3951,1124.2007
733.71765,1123.1517
736.03503,1122.0922
738.34705,1121.022
740.6539,1119.9417
742.9552,1118.8506
745.25116,1117.7493
747.5417,1116.6375
749.8266,1115.5154
752.10596,1114.3829
754.37964,1113.2402
756.64764,1112.0874
758.9099,1110.9241
761.16644,1109.7506
763.4171,1108.5671
765.6619,1107.3735
767.90076,1106.1696
770.13367,1104.9556
772.36053,1103.7316
774.58136,1102.4976
776.79596,1101.2534
779.0045,1099.9995
781.2067,1098.7356
783.4027,1097.4617
785.5924,1096.178
787.77563,1094.8844
789.9525,1093.581
792.1229,1092.2678
794.28687,1090.945
796.44415,1089.6124
798.5948,1088.2701
800.73895,1086.9182
802.87634,1085.5568
805.00696,1084.1855
807.1308,1082.8049
809.2479,1081.4147
811.3579,1080.015
813.4611,1078.606
815.5574,1077.1874
817.6464,1075.7596
819.7287,1074.3225
821.8038,1072.876
823.8716,1071.4202
825.93225,1069.9552
827.9856,1068.481
830.03174,1066.9977
832.07056,1065.5052
834.1019,1064.0037
836.1259,1062.4932
838.14246,1060.9735
840.15155,1059.4451
842.15295,1057.9076
844.1468,1056.3612
846.13306,1054.8059
848.1116,1053.2418
850.0824,1051.6691
852.0455,1050.0875
854.0007,1048.4973
855.9481,1046.8983
857.8877,1045.2908
859.8192,1043.6746
861.7429,1042.0502
863.6585,1040.417
865.56604,1038.7751
867.4655,1037.1252
869.3568,1035.4668
871.24,1033.8
873.1148,1032.125
874.9815,1030.4417
876.83984,1028.7501
878.6899,1027.0504
880.53156,1025.3425
882.3648,1023.6267
884.18964,1021.9028
886.0059,1020.17084
887.81366,1018.43085
889.6129,1016.6831
891.4036,1014.92737
893.18555,1013.1638
894.9588,1011.3926
896.7234,1009.6134
898.4793,1007.82666
900.22626,1006.03235
901.9645,1004.2303
903.6939,1002.42065
905.4143,1000.6036
907.1259,998.77893
908.82837,996.94696
910.522,995.10754
912.2064,993.2608
913.8819,991.40674
915.5483,989.5455
917.20544,987.677
918.8535,985.8013
920.49225,983.91864
922.1218,982.02875
923.7421,980.13184
925.35315,978.22815
926.9547,976.3173
928.547,974.39966
930.12976,972.4753
931.70325,970.54407
933.26715,968.60614
934.82166,966.66144
936.3666,964.71014
937.90186,962.7522
939.42755,960.78784
940.9437,958.8169
942.4502,956.83954
943.9469,954.8558
945.43396,952.86566
946.9113,950.86926
948.3788,948.8665
949.83655,946.85754
951.2843,944.8426
952.7223,942.82153
954.15045,940.7944
955.56866,938.76117
956.977,936.72205
958.37524,934.67694
959.7636,932.62604
961.14185,930.5694
962.51,928.5069
963.86804,926.4388
965.21606,924.365
966.55396,922.2856
967.88153,920.2006
969.19904,918.11017
970.5063,916.01434
971.8034,913.9129
973.0902,911.8064
974.3667,909.6944
975.63293,907.5772
976.8888,905.45496
978.1343,903.3273
979.3693,901.19476
980.5941,899.0572
981.80835,896.9146
983.0122,894.7671
984.2056,892.61475
985.3884,890.45746
986.5607,888.2955
987.72253,886.1289
988.87384,883.95746
990.01447,881.7814
991.1446,879.6009
992.26404,877.4159
993.3728,875.2264
994.4709,873.0326
995.5584,870.8342
996.6351,868.6317
997.7011,866.425
998.75635,864.214
999.801,861.999
1000.8347,859.7799
1001.85767,857.55664
1002.8699,855.32965
1003.8712,853.0986
1004.8616,850.8637
1005.84125,848.625
1006.80994,846.3826
1007.7677,844.1364
1008.71466,841.8868
1009.6506,839.6334
1010.5756,837.3766
1011.48975,835.11633
1012.39276,832.85254
1013.2849,830.58545
1014.16614,828.31506
1015.03625,826.0413
1015.89526,823.76447
1016.7433,821.48444
1017.58026,819.2013
1018.4061,816.9153
1019.22095,814.62616
1020.0248,812.3341
1020.81726,810.0393
1021.59894,807.7415
1022.36926,805.4411
1023.1284,803.13794
1023.8765,800.83215
1024.6135,798.52386
1025.3392,796.21277
1026.0538,793.89954
1026.7571,791.58374
1027.4493,789.26556
1028.1302,786.9451
1028.8,784.6224
1029.4585,782.2975
1030.1058,779.9705
1030.742,777.64136
1031.3666,775.31024
1031.9801,772.9772
1032.5824,770.64215
1033.1733,768.3053
1033.7532,765.9666
1034.3214,763.6262
1034.8787,761.2841
1035.4244,758.94037
1035.9589,756.5951
1036.482,754.2483
1036.994,751.9001
1037.4946,749.55035
1037.9839,747.19934
1038.4617,744.84705
1038.9283,742.4935
1039.3837,740.13885
1039.8276,737.783
1040.2601,735.4262
1040.6814,733.06824
1041.0912,730.7094
1041.4899,728.3497
1041.877,725.98914
1042.2528,723.6278
1042.6173,721.26575
1042.9705,718.903
1043.3121,716.53973
1043.6427,714.17596
1043.9617,711.8115
1044.2693,709.44666
1044.5658,707.0815
1044.8508,704.716
1045.1245,702.3502
1045.3868,699.98425
1045.6378,697.6181
1045.8774,695.2519
1046.1057,692.8856
1046.3228,690.5194
1046.5283,688.15326
1046.7227,685.7872
1046.9055,683.4213
1047.0771,681.05566
1047.2377,678.69037
1047.3866,676.3254
1047.5242,673.96094
1047.6506,671.5968
1047.7657,669.2333
1047.8694,666.8703
1047.9619,664.508
1048.0431,662.1463
1048.1132,659.78546
1048.1718,657.4254
1048.2192,655.06616
1048.2554,652.70795
1048.2802,650.35065
1048.2938,647.9943
1048.2963,645.63916
1048.2875,643.2851
1048.2673,640.93225
1048.2361,638.58075
1048.1937,636.23047
1048.14,633.88153
1048.0753,631.53406
1047.9994,629.188
1047.9121,626.84357
1047.8138,624.50073
1047.7045,622.15955
1047.584,619.82
1047.4523,617.48224
1047.3096,615.1463
1047.1558,612.8122
1046.9906,610.48004
1046.8147,608.1499
1046.6278,605.82166
1046.4297,603.49567
1046.2205,601.17175
1046.0002,598.8501
1045.7692,596.5306
1045.5271,594.21344
1045.274,591.89856
1045.0101,589.5862
1044.7351,587.27637
